1.70745125E-05,-4.57713353E-05,-6.63871700E-02,-7.24351031E-05,1.41545360E-04
2.31476352E-01,5.85612738E-05,-1.01523966E-04,-1.65051808E-01,2.29435776E-05
-3.92959075E-05,-6.64151670E-02,-7.31529468E-05,1.53209107E-04,2.31469683E-01
4.70651552E-05,-1.08884733E-04,-1.65030498E-01,4.19415325E-05,-9.65439960E-05
-1.46619678E-01,-1.63653850E-04,3.25715516E-04,5.10458848E-01,1.23932026E-04
-2.27185829E-04,-3.64239080E-01,5.25014750E-05,-9.09998366E-05,-1.46475998E-01
-1.62279438E-04,3.34775348E-04,5.10493606E-01,1.06885887E-04,-2.37170726E-04
-3.64348681E-01,-6.93311977E-05,1.44658817E-04,2.28939503E-01,1.49060162E-05
-3.89728512E-05,-5.69438913E-02,5.79838096E-05,-1.11320495E-04,-1.71934724E-01
-7.44958713E-05,1.49397373E-04,2.28930600E-01,1.87136272E-05,-3.43746382E-05
-5.69717916E-02,5.19308949E-05,-1.08935683E-04,-1.71954738E-01,-1.55074101E-04
3.19331358E-04,5.04869539E-01,4.26085622E-05,-8.14469819E-05,-1.25803588E-01
1.26107005E-04,-2.43834133E-04,-3.79597275E-01,-1.65007167E-04,3.21111449E-04
5.04913115E-01,4.06390037E-05,-7.90742808E-05,-1.25659231E-01,1.14212075E-04
-2.41475522E-04,-3.79496013E-01,4.50833789E-02,-2.06530602E-01,1.43400135E-04
-9.84397431E-03,-2.42937000E-01,1.46423913E-04,-3.61788505E-01,-1.23212090E-02
-1.10489247E-04,-4.50694494E-02,2.06543185E-01,-1.52538366E-04,9.82914233E-03
2.42947361E-01,-1.54609515E-04,3.61789955E-01,1.23075356E-02,1.01543962E-04
-2.46708702E-01,-3.68784277E-02,-2.77339306E-06,2.56461933E-01,-8.76661740E-02
1.91413707E-04,-3.59417480E-01,1.69192869E-02,-6.90834930E-05,2.46713490E-01
3.68444438E-02,1.10989801E-04,-2.56470878E-01,8.76340279E-02,-8.29426836E-05
3.59415119E-01,-1.69635475E-02,1.65177955E-04,2.22572872E-01,2.49663076E-01
