1.098394016600614e-05	-9.965059295546584e-06	2.2210623636689326e-06
-9.761378038832702e-06	-2.989051261668274e-06	-4.0293201878192977e-07
1.811556140500828e-06	9.20154471333179e-06	2.1825663433539217e-08
-7.273546342564615e-05	1.375583670035546e-05	3.6217781415213886e-06
8.068208145547039e-05	3.922882831051069e-05	-1.677894898334709e-05
2.1334329890775232e-05	-0.00010278044974955752	1.270002240573131e-05
-7.512385776320521e-05	7.57456444892508e-05	-5.421778999643623e-06
6.76471554007315e-05	4.4247795703742945e-05	-5.2218072446096225e-06
-2.3157644476816066e-05	-6.978261458531548e-05	7.199971728938471e-06
7.268725853996077e-06	-1.955266782241467e-06	-7.768031326182349e-07
-8.213811229710833e-06	-7.032063398852475e-06	4.157100926324122e-06
-5.416493642390497e-07	1.2077465389268245e-05	-1.221824277139224e-06
