4.08292997E+02,4.08300849E+02,6.21920016E+02,6.21945278E+02,6.83445008E+02
7.12585383E+02,8.51122331E+02,8.51319178E+02,9.54390862E+02,9.54555096E+02
9.87465130E+02,9.98804481E+02,1.01823372E+03,1.04394178E+03,1.04400330E+03
1.18862940E+03,1.19942947E+03,1.19946556E+03,1.33153170E+03,1.38085106E+03
1.49613601E+03,1.49615737E+03,1.59060841E+03,1.59064049E+03,3.09787866E+03
3.10778896E+03,3.10784659E+03,3.12616220E+03,3.12622622E+03,3.14085639E+03
2.88149620E+00,2.88134206E+00,6.17085356E+00,6.17033886E+00,1.08481609E+00
3.63756285E+00,1.24677568E+00,1.24677333E+00,1.37276215E+00,1.37253738E+00
5.99099084E+00,1.24896982E+00,6.57049785E+00,1.81260655E+00,1.81203310E+00
1.03832682E+00,1.14782033E+00,1.14788446E+00,8.89037372E+00,1.24677435E+00
1.87887758E+00,1.87947830E+00,5.06265030E+00,5.06357500E+00,1.08298529E+00
1.08650751E+00,1.08650735E+00,1.09473920E+00,1.09474367E+00,1.10053163E+00
2.83016734E-01,2.83012480E-01,1.40625639E+00,1.40625334E+00,2.98547523E-01
1.08826466E+00,5.32135821E-01,5.32380989E-01,7.36712508E-01,7.36845414E-01
3.44185361E+00,7.34113331E-01,4.01368635E+00,1.16387491E+00,1.16364382E+00
8.64325273E-01,9.72911966E-01,9.73024882E-01,9.28695277E+00,1.40065681E+00
2.47794030E+00,2.47880334E+00,7.54665816E+00,7.54834112E+00,6.12352597E+00
6.18281106E+00,6.18303946E+00,6.30353091E+00,6.30381486E+00,6.39659552E+00
2.92610899E-06,3.22784355E-06,1.81439832E-07,3.79120166E-08,8.75266010E+01
1.83773184E-09,1.52082608E-08,1.27953331E-07,2.39257127E-05,6.63977538E-07
2.04567114E-09,8.94816681E-07,2.91557972E-08,3.18449359E+00,3.18737682E+00
1.96605849E-08,2.90859827E-06,2.88430857E-06,1.22298359E-07,2.08495374E-12
6.36320531E+00,6.35777834E+00,5.76998890E-06,5.77927338E-06,1.42480972E-04
6.29587478E-06,4.09080249E-06,6.84946600E+01,6.84801176E+01,5.00658256E-07
0.00000000E+00,0.00000000E+00,0.00000000E+00,0.00000000E+00,0.00000000E+00
