-1.19756157E-02,-1.25724704E-01,-1.13732897E-07,2.64836070E-01,1.51071067E-02
5.44576883E-07,-5.72570134E-02,4.39935529E-01,-2.80687813E-01,-5.72566770E-02
4.39936005E-01,2.80688078E-01,-7.73077568E-03,6.02003865E-01,5.44577232E-07
9.37825459E-09,1.13354410E-07,-1.26293738E-01,-2.32839927E-07,-1.11968487E-08
6.04720847E-01,-1.86802567E-01,-2.64172353E-01,1.47158247E-01,1.86802682E-01
2.64171558E-01,1.47157745E-01,6.05304857E-09,-5.42770921E-07,6.04721054E-01
-1.25724159E-01,1.19760744E-02,1.41267878E-09,5.05646595E-01,2.15229948E-01
-6.76455339E-09,5.36293984E-01,-1.50254678E-01,-1.60909800E-01,5.36293980E-01
-1.50254684E-01,1.60909797E-01,-8.12585464E-02,-5.73176517E-02,-6.76373839E-09
3.04406435E-06,1.33183075E-06,5.86200605E-14,4.71392402E-01,1.66653027E-01
5.12080071E-09,-2.35718420E-01,-3.33331669E-01,2.88682502E-01,-2.35718428E-01
-3.33331663E-01,-2.88682502E-01,8.20050212E-06,4.99994448E-01,-5.12158166E-09
-1.37349764E-13,-2.20196566E-14,7.41422271E-07,-4.82779232E-09,-1.70678561E-09
5.00000330E-01,4.08242765E-01,-2.88682925E-01,-4.73345189E-06,-4.08242761E-01
2.88682931E-01,-4.72753800E-06,6.74044154E-14,-5.12109029E-09,-4.99999697E-01
-2.42053474E-06,3.94737844E-07,-3.69431074E-13,-1.66656098E-01,4.71389151E-01
-2.40010124E-13,-1.66671559E-01,-2.35695742E-01,-4.08243919E-01,-1.66671559E-01
-2.35695742E-01,4.08243919E-01,5.00028036E-01,-2.36614702E-06,-1.45334143E-13
-8.93196925E-02,-1.51399232E-02,-1.89141789E-09,2.46838749E-02,-1.47631964E-01
-5.49672910E-10,9.46534093E-02,1.66156692E-01,2.95418244E-01,9.46533992E-02
1.66156678E-01,-2.95418220E-01,8.49523587E-01,-4.41293515E-03,-5.49659816E-10
1.66867646E-09,1.47325860E-09,-9.05930357E-02,3.20644195E-09,-7.27036593E-09
-2.63223160E-02,2.41687344E-01,3.41780725E-01,5.65664652E-01,-2.41687351E-01
-3.41780735E-01,5.65664672E-01,-1.58731380E-08,4.28254000E-10,-2.63312579E-02
1.51394879E-02,-8.93188756E-02,-1.17367143E-09,-2.87220748E-01,7.98918232E-01
-3.41053073E-10,1.25482603E-01,1.45269963E-01,2.96577593E-01,1.25482596E-01
1.45269954E-01,-2.96577579E-01,-1.44007739E-01,-2.59536043E-02,-3.41211813E-10
